mse,mae,Label
0.0039116666,0.03790948,Aria
0.008947051,0.058398526,Aria
0.023386411,0.09402163,Aria
0.0026733265,0.031502057,Aria
0.0055536423,0.04401026,Aria
0.0047584297,0.035291977,Aria
0.005347956,0.03333328,Aria
0.0057238247,0.040330797,Aria
0.003127333,0.039478153,Aria
0.007992163,0.037216574,Aria
0.00488446,0.044084355,Aria
0.0056761503,0.045529418,Aria
0.002935852,0.02649983,Aria
0.12272327,0.19815935,Aria
0.0031170202,0.034474786,Aria
0.008043806,0.056603838,Aria
0.0010338998,0.022040002,Aria
0.0025238937,0.030361928,Aria
0.004363416,0.037062682,D-LinkCam
0.0072743986,0.060346857,D-LinkCam
0.004081201,0.03570421,D-LinkCam
0.00074592914,0.020736797,D-LinkCam
0.0141473655,0.074335426,D-LinkCam
0.002957589,0.03224888,D-LinkCam
0.004124386,0.038620587,D-LinkCam
0.0038136214,0.034026153,D-LinkCam
0.003709649,0.04045934,D-LinkCam
0.0032391956,0.027934864,D-LinkCam
0.001978583,0.031545978,D-LinkCam
0.0039116666,0.03790948,D-LinkCam
0.0074585616,0.04656098,D-LinkCam
0.0047716782,0.044938017,D-LinkCam
0.0015156475,0.026392225,D-LinkCam
0.0017159729,0.025020262,D-LinkCam
0.0020162088,0.030920638,D-LinkCam
0.0013213896,0.024256984,D-LinkCam
0.002810313,0.02558455,D-LinkCam
0.00091403455,0.02102065,D-LinkCam
0.0040910374,0.031604197,D-LinkCam
0.0024755967,0.027503705,D-LinkCam
0.005914302,0.046068072,D-LinkCam
0.024721842,0.06554789,D-LinkCam
0.01613327,0.06509192,D-LinkCam
0.015668448,0.06165106,D-LinkCam
0.007870169,0.04803124,D-LinkCam
0.0029335162,0.034485288,D-LinkCam
0.006131065,0.03258394,D-LinkCam
0.023524923,0.06584397,D-LinkCam
0.0024198492,0.023375286,D-LinkCam
0.004570359,0.03838191,D-LinkCam
0.024510443,0.10630001,D-LinkCam
0.005273746,0.044577252,D-LinkCam
0.022886697,0.0689816,D-LinkCam
0.0020813704,0.029718317,D-LinkCam
0.0017216376,0.024579847,D-LinkCam
0.006459851,0.036330257,D-LinkCam
0.0065793376,0.042789843,D-LinkCam
0.0048380583,0.030948248,D-LinkCam
0.0022105528,0.028085139,D-LinkCam
0.005026286,0.045224566,D-LinkCam
0.002492788,0.030590452,D-LinkCam
0.0060773,0.052116875,D-LinkCam
0.0030140108,0.03584026,D-LinkCam
0.016222212,0.07588783,D-LinkCam
0.0009054394,0.019318944,D-LinkCam
0.006865527,0.045589153,D-LinkCam
0.015311627,0.08521295,D-LinkCam
0.04385418,0.13342935,D-LinkCam
0.00802276,0.054482803,D-LinkCam
0.0041310806,0.038252864,D-LinkCam
0.0248391,0.09035839,D-LinkCam
0.0039615883,0.02931393,D-LinkCam
0.0022171936,0.03626288,D-LinkCam
0.01455233,0.07237015,D-LinkCam
0.0018081121,0.027708588,D-LinkCam
0.067893855,0.13268723,D-LinkCam
0.003593994,0.032377634,D-LinkCam
0.005508917,0.04257988,D-LinkCam
0.01718013,0.07249837,D-LinkCam
0.0031815022,0.03233482,D-LinkCam
0.005076515,0.036544323,D-LinkCam
0.0045121363,0.04396473,D-LinkCam
0.0012041575,0.022366652,D-LinkCam
0.006940059,0.044445463,D-LinkCam
0.0016045017,0.025602365,D-LinkCam
0.0015721504,0.023314174,D-LinkCam
0.006384267,0.046432145,D-LinkCam
0.02091628,0.09492581,D-LinkCam
0.023867397,0.06616197,D-LinkCam
0.0069633108,0.04414921,D-LinkCam
0.0055769547,0.04191177,D-LinkCam
0.0404216,0.12526818,D-LinkCam
0.0049335146,0.028837746,D-LinkCam
0.010178671,0.05452692,D-LinkCam
0.021734297,0.067884706,D-LinkCam
0.020591961,0.07337218,D-LinkCam
0.0047991835,0.034009114,D-LinkCam
0.009962099,0.059014004,D-LinkCam
0.03666629,0.120699376,D-LinkCam
0.039000954,0.102400646,D-LinkCam
0.0030557977,0.027232623,D-LinkCam
0.00091548247,0.021512581,D-LinkCam
0.0025407975,0.028998569,D-LinkCam
0.00453803,0.048420314,D-LinkCam
0.0034994264,0.034109443,D-LinkCam
0.002481267,0.034231514,D-LinkCam
0.0037317441,0.034769453,D-LinkCam
0.0040406785,0.03380561,D-LinkCam
0.0029706971,0.030944508,D-LinkCam
0.0012626203,0.024754345,D-LinkCam
0.0020578573,0.023924582,D-LinkCam
0.0055761873,0.04146836,D-LinkCam
0.020025717,0.06955449,D-LinkCam
0.0069818352,0.04488058,D-LinkCam
0.031652935,0.10935382,D-LinkCam
0.002896164,0.03482225,D-LinkCam
0.0020108863,0.025406718,D-LinkCam
0.0014481156,0.025452085,D-LinkCam
0.01629601,0.077642016,D-LinkCam
0.009305004,0.0544112,D-LinkCam
0.0018573175,0.031048475,D-LinkCam
0.0022410473,0.029972691,D-LinkCam
0.0011407062,0.023427846,D-LinkCam
0.003930232,0.03478713,D-LinkCam
0.001445434,0.0222464,D-LinkCam
0.0012772718,0.024563864,D-LinkCam
0.0025741523,0.029913606,D-LinkCam
0.004772819,0.038897473,D-LinkCam
0.012527037,0.062439587,D-LinkCam
0.010033549,0.05796006,D-LinkCam
0.0048302445,0.0401835,D-LinkCam
0.0057722228,0.046511047,D-LinkCam
0.009138396,0.06414957,D-LinkCam
0.03267633,0.11952229,D-LinkCam
0.01985465,0.07144558,D-LinkCam
0.0084105255,0.044382185,D-LinkCam
0.0044426084,0.031238839,D-LinkCam
0.0033161961,0.030442523,D-LinkCam
0.0025099844,0.029398,D-LinkCam
0.0024182475,0.024589624,D-LinkCam
0.002676987,0.03116055,D-LinkCam
0.00905045,0.048884813,D-LinkCam
0.009148324,0.04377739,D-LinkCam
0.0019467671,0.022021923,D-LinkCam
0.0039085383,0.027402548,D-LinkCam
0.0039882334,0.037973713,D-LinkCam
0.023807852,0.06610645,D-LinkCam
0.0016216116,0.026912745,D-LinkCam
0.009807998,0.05151586,D-LinkCam
0.009904825,0.053467635,D-LinkCam
0.0039987206,0.040180895,D-LinkCam
0.0033402324,0.033407196,D-LinkCam
0.008210702,0.04695741,D-LinkCam
0.004327772,0.03373805,D-LinkCam
0.008495183,0.04874171,D-LinkCam
0.0010618756,0.022977928,D-LinkCam
0.0077403053,0.053420696,D-LinkCam
0.002796972,0.025133545,D-LinkCam
0.0021170115,0.030538639,D-LinkCam
0.001268701,0.024728693,D-LinkCam
0.005435384,0.03786682,D-LinkCam
0.015179665,0.07593276,D-LinkCam
0.0036611988,0.03702986,D-LinkCam
0.0018956813,0.029092807,D-LinkCam
0.002105333,0.032477986,D-LinkCam
0.002385478,0.026841665,D-LinkCam
0.0016032752,0.02799935,D-LinkCam
0.014890562,0.06289624,D-LinkCam
0.009222538,0.04535453,D-LinkCam
0.009957288,0.051197764,D-LinkCam
0.013030748,0.06268225,D-LinkCam
0.0077268523,0.05103259,D-LinkCam
0.007884082,0.05590655,D-LinkCam
0.03155362,0.10506926,D-LinkCam
0.0008834738,0.021175224,D-LinkCam
0.0048664897,0.033133674,D-LinkCam
0.011904934,0.054421276,D-LinkCam
0.0024337587,0.033235088,D-LinkCam
0.0043044128,0.042915184,D-LinkCam
0.009950091,0.060472876,D-LinkCam
0.016769815,0.06158193,D-LinkCam
0.00081112573,0.020809779,D-LinkCam
0.004305428,0.043034676,D-LinkCam
0.0030481105,0.03766276,D-LinkCam
0.015012907,0.06987122,D-LinkCam
0.00469082,0.035324663,D-LinkCam
0.005002168,0.046411708,D-LinkCam
0.009547548,0.05519718,D-LinkCam
0.0067381444,0.043332223,D-LinkCam
0.002629901,0.029616814,D-LinkCam
0.0065503484,0.04601359,D-LinkCam
0.008324537,0.048138272,D-LinkCam
0.004644237,0.030256255,D-LinkCam
0.010727166,0.0452789,D-LinkCam
0.0012626203,0.024754345,D-LinkCam
0.0024476012,0.027527891,D-LinkCam
0.0028735944,0.029427845,D-LinkCam
0.0013885234,0.02646846,D-LinkCam
0.00230646,0.024907224,D-LinkCam
0.005822309,0.045018848,D-LinkCam
0.0017238337,0.023830276,D-LinkCam
0.004211852,0.0360029,D-LinkCam
0.0015405577,0.027752263,D-LinkCam
0.0031983366,0.03496453,D-LinkCam
0.009774129,0.05599062,D-LinkCam
0.009820986,0.06146639,D-LinkCam
0.02277315,0.09558589,D-LinkCam
0.004634609,0.03152846,D-LinkCam
0.0039175465,0.037934337,D-LinkCam
0.0074220956,0.04613602,D-LinkCam
0.01049971,0.057031468,D-LinkCam
0.007418595,0.044547375,D-LinkCam
0.0040093577,0.03291804,D-LinkCam
0.015143476,0.08344019,D-LinkCam
0.005410186,0.042477086,D-LinkCam
0.0014126886,0.02385858,D-LinkCam
0.0031076728,0.03833255,D-LinkCam
0.0021002276,0.030241754,D-LinkCam
0.0017230352,0.023680875,D-LinkCam
0.0067488546,0.033893734,D-LinkCam
0.027679397,0.087674744,D-LinkCam
0.043074492,0.10297522,D-LinkCam
0.015121562,0.061804697,D-LinkCam
0.021220434,0.088310815,D-LinkCam
0.0041997423,0.03976849,D-LinkCam
0.0057957326,0.043063536,D-LinkCam
0.013784912,0.062389214,D-LinkCam
0.00074592914,0.020736797,D-LinkCam
0.0016242173,0.028302858,D-LinkCam
0.005158031,0.03903116,D-LinkCam
0.0066650542,0.040038742,D-LinkCam
0.002484194,0.032936398,D-LinkCam
0.0047435965,0.039396048,D-LinkCam
0.0015732712,0.023984231,D-LinkCam
0.0807026,0.1785722,D-LinkCam
0.002429403,0.02927763,D-LinkCam
0.0015164705,0.021976808,D-LinkCam
0.00831599,0.04844978,D-LinkCam
0.024124358,0.059180293,D-LinkCam
0.006973312,0.050310183,D-LinkCam
0.009757549,0.048511542,D-LinkCam
0.0021399788,0.026164532,D-LinkCam
0.013462189,0.06541825,D-LinkCam
0.009613629,0.06212828,D-LinkCam
0.0045442376,0.05123883,D-LinkCam
0.0047159772,0.036265142,D-LinkCam
0.0072133713,0.049334526,D-LinkCam
0.010130198,0.066228166,D-LinkCam
0.0017183839,0.027567936,D-LinkCam
0.005208445,0.039259993,D-LinkCam
0.00061026163,0.016082268,D-LinkCam
0.0043859635,0.045386273,D-LinkCam
0.005796236,0.045306176,D-LinkCam
0.002615924,0.03244631,D-LinkCam
0.0054259473,0.03853312,D-LinkCam
0.003897651,0.03134944,D-LinkCam
0.0054348777,0.045520157,D-LinkCam
0.0041604876,0.041236486,D-LinkCam
0.001268701,0.024728693,D-LinkCam
0.023279177,0.082451686,D-LinkCam
0.002773637,0.034815833,D-LinkCam
0.00089413277,0.017641023,D-LinkCam
0.0013662697,0.023762403,D-LinkCam
0.009375215,0.039802954,D-LinkCam
0.008593851,0.045781177,D-LinkCam
0.0071049035,0.046907514,D-LinkCam
0.018070051,0.06416788,D-LinkCam
0.001759087,0.029760027,D-LinkCam
0.002461768,0.03174161,D-LinkCam
0.0055600633,0.04378968,D-LinkCam
0.00285997,0.030651996,D-LinkCam
0.0019705964,0.029083868,D-LinkCam
0.0032258532,0.031939,D-LinkCam
0.0018419557,0.031585623,D-LinkCam
0.0039990684,0.040937003,D-LinkCam
0.0020986153,0.028109785,D-LinkCam
0.016829686,0.07490036,D-LinkCam
0.0036842325,0.040412888,D-LinkCam
0.009819685,0.053264882,D-LinkCam
0.014000043,0.07225079,D-LinkCam
0.0042220843,0.041724037,D-LinkCam
0.0013930355,0.028145604,D-LinkCam
0.00235405,0.023260586,D-LinkCam
0.014667359,0.07667304,D-LinkCam
0.0020499062,0.025450788,D-LinkCam
0.0036124487,0.035373013,D-LinkCam
0.002536176,0.030792944,D-LinkCam
0.008701266,0.04946281,D-LinkCam
0.0070414436,0.048331734,D-LinkCam
0.0088218115,0.049395513,D-LinkCam
0.0068747113,0.04593386,D-LinkCam
0.013960549,0.06849899,D-LinkCam
0.0018778685,0.028837906,D-LinkCam
0.0012615798,0.022120854,D-LinkCam
0.01160847,0.07704941,D-LinkCam
0.010945923,0.04140447,D-LinkCam
0.00063607557,0.018274657,D-LinkCam
0.002340556,0.032576922,D-LinkCam
0.02146517,0.080173045,D-LinkCam
0.004568319,0.046683144,D-LinkCam
0.0056510377,0.035681065,D-LinkCam
0.0020349084,0.026110932,D-LinkCam
0.028196046,0.09159802,D-LinkCam
0.025406493,0.0692773,D-LinkCam
0.00399885,0.033847068,D-LinkCam
0.0014980042,0.026176851,D-LinkCam
0.0039175465,0.037934337,D-LinkCam
0.007894217,0.055667188,D-LinkCam
0.0041236365,0.04159972,D-LinkCam
0.0018032984,0.031023843,D-LinkCam
0.004486503,0.038810007,D-LinkCam
0.003130918,0.030466454,D-LinkCam
0.091049366,0.17815685,D-LinkCam
0.00391822,0.036151,D-LinkCam
0.0013479426,0.025207,D-LinkCam
0.02369207,0.09853373,D-LinkCam
0.004265076,0.03050516,D-LinkCam
0.003211619,0.034034498,D-LinkCam
0.007432432,0.04568514,D-LinkCam
0.002479357,0.03062575,D-LinkCam
0.022069473,0.0483213,D-LinkCam
0.010751933,0.064889796,D-LinkCam
0.002311018,0.026174113,D-LinkCam
0.0044481438,0.044447035,D-LinkCam
0.0029347944,0.030286044,D-LinkCam
0.024938619,0.070896156,D-LinkCam
0.0102847135,0.06155662,D-LinkCam
0.007271696,0.0520795,D-LinkCam
0.0009887554,0.020303233,D-LinkCam
0.0013433684,0.027347691,D-LinkCam
0.0024822985,0.02427208,D-LinkCam
0.0057928893,0.041633047,D-LinkCam
0.0007276102,0.019961637,D-LinkCam
0.030101,0.11890045,D-LinkCam
0.0026636885,0.034740597,D-LinkCam
0.0053005856,0.037202466,D-LinkCam
0.01835052,0.053578775,D-LinkCam
0.01632771,0.06192823,D-LinkCam
0.004972648,0.04477033,D-LinkCam
0.0012082347,0.025850225,D-LinkCam
0.0057077496,0.04697705,D-LinkCam
0.0023601393,0.031423338,D-LinkCam
0.018904826,0.07084284,D-LinkCam
0.0015072976,0.025618466,D-LinkCam
0.03074149,0.09102553,D-LinkCam
0.0040787673,0.038906187,D-LinkCam
0.0379722,0.09516111,D-LinkCam
0.009242613,0.048040707,D-LinkCam
0.002044935,0.026713794,D-LinkCam
0.005326484,0.04228499,D-LinkCam
0.003339276,0.03290765,D-LinkCam
0.06543816,0.15544303,D-LinkCam
0.00861768,0.043341924,D-LinkCam
0.0041518384,0.041204322,D-LinkCam
0.017295681,0.07133429,D-LinkCam
0.0014259716,0.024326373,D-LinkCam
0.005685459,0.04402252,D-LinkCam
0.001224842,0.02311785,D-LinkCam
0.0015027878,0.028062167,D-LinkCam
0.0005191017,0.016890611,D-LinkCam
0.003213252,0.02914201,D-LinkCam
0.008399838,0.048795685,D-LinkCam
0.0074538244,0.048006173,D-LinkCam
0.017261539,0.07539215,D-LinkCam
0.0037591914,0.038919944,D-LinkCam
0.004549301,0.03520767,D-LinkCam
0.0013046109,0.022266846,D-LinkCam
0.008054272,0.060608894,D-LinkCam
0.002981604,0.03029977,D-LinkCam
0.013784912,0.062389214,D-LinkCam
0.0015975266,0.026059525,D-LinkCam
0.018023344,0.05879834,D-LinkCam
0.0060482095,0.057311065,D-LinkCam
0.0020723988,0.02984147,D-LinkCam
0.0013768909,0.02622406,D-LinkCam
0.005203539,0.03833905,D-LinkCam
0.0052251024,0.048010442,D-LinkCam
0.011008035,0.06862272,D-LinkCam
0.0068814526,0.05131553,D-LinkCam
0.0018610143,0.030306533,D-LinkCam
0.00074592914,0.020736797,D-LinkCam
0.011910365,0.063157976,D-LinkCam
0.005484346,0.038840935,D-LinkCam
0.007560019,0.04670652,D-LinkCam
0.0041026953,0.039410867,D-LinkCam
0.0027341691,0.025035447,D-LinkCam
0.016290583,0.07402595,D-LinkCam
0.012010646,0.055572495,D-LinkCam
0.0048699277,0.04205227,D-LinkCam
0.005138987,0.031740155,D-LinkCam
0.003145519,0.03410339,D-LinkCam
0.0033641355,0.03188925,D-LinkCam
0.014881817,0.07210293,D-LinkCam
0.0050843637,0.043798406,D-LinkCam
0.007779965,0.043389156,D-LinkCam
0.013929345,0.06493606,D-LinkCam
0.0051058247,0.030817024,D-LinkCam
0.0008708749,0.018896164,D-LinkCam
0.06538485,0.13392136,D-LinkCam
0.0040541682,0.044121634,D-LinkCam
0.0100918375,0.052949008,D-LinkCam
0.002981281,0.030638095,D-LinkCam
0.0024621892,0.028819902,D-LinkCam
0.00097114174,0.023023816,D-LinkCam
0.005901267,0.050202496,D-LinkCam
0.0033778881,0.03584961,D-LinkCam
0.00235405,0.023260586,D-LinkCam
0.002289919,0.031755503,D-LinkCam
0.0015291295,0.02229744,D-LinkCam
0.0035491039,0.031446498,D-LinkCam
0.032122746,0.10919658,D-LinkCam
0.024349751,0.058213234,D-LinkCam
0.009076425,0.05552323,D-LinkCam
0.0059695286,0.058474567,D-LinkCam
0.010430167,0.05319036,D-LinkCam
0.0021596798,0.029828893,D-LinkCam
0.002723884,0.0305683,D-LinkCam
0.006232197,0.04305128,D-LinkCam
0.005484346,0.038840935,D-LinkCam
0.0011155831,0.023489857,D-LinkCam
0.0037017001,0.037773576,D-LinkCam
0.0034117724,0.032214593,D-LinkCam
0.0021703136,0.025725532,D-LinkCam
0.0096245725,0.062866084,D-LinkCam
0.0069622346,0.042757012,D-LinkCam
0.022979682,0.08474153,D-LinkCam
0.005357346,0.04462801,D-LinkCam
0.002157973,0.027287468,D-LinkCam
0.0059153032,0.046203226,D-LinkCam
0.022685574,0.09012619,D-LinkCam
0.0021706019,0.028732678,D-LinkCam
0.0018864386,0.02660703,D-LinkCam
0.0037508071,0.040073387,D-LinkCam
0.0038664732,0.03666535,D-LinkCam
0.02119741,0.08825188,D-LinkCam
0.0057295794,0.05005562,D-LinkCam
0.008916247,0.058794554,D-LinkCam
0.008896766,0.052500304,D-LinkCam
0.002085717,0.029076913,D-LinkCam
0.0022243194,0.032332666,D-LinkCam
0.008198811,0.04582213,D-LinkCam
0.005504446,0.041058816,D-LinkCam
0.0049148374,0.04394713,D-LinkCam
0.033385195,0.08505546,D-LinkCam
0.0016785862,0.025108056,D-LinkCam
0.005091903,0.041144013,D-LinkCam
0.004552166,0.039504502,D-LinkCam
0.0059169563,0.03406538,D-LinkCam
0.02341968,0.057288263,D-LinkCam
0.0041301567,0.036522117,D-LinkCam
0.0049596424,0.036040362,D-LinkCam
0.009415295,0.04289349,D-LinkCam
0.004336553,0.039221715,D-LinkCam
0.005024658,0.027720425,D-LinkCam
0.007844674,0.043449976,D-LinkCam
0.005709006,0.044402856,D-LinkCam
0.0034726483,0.031945065,D-LinkCam
0.0036124429,0.032246977,D-LinkCam
0.0065914798,0.043974653,D-LinkCam
0.0015291295,0.02229744,D-LinkCam
0.0029612414,0.03607503,D-LinkCam
0.02836732,0.09053847,D-LinkCam
0.004769332,0.040441662,D-LinkCam
0.17408161,0.20017968,D-LinkCam
0.0038909814,0.041308753,D-LinkCam
0.0036628386,0.034802802,D-LinkCam
0.004640897,0.029707635,D-LinkCam
0.0018998533,0.031969182,D-LinkCam
0.0025834884,0.03435081,D-LinkCam
0.0030776965,0.034668412,D-LinkCam
0.005124302,0.047977075,D-LinkCam
0.0049981647,0.05233011,D-LinkCam
0.011569252,0.058253836,D-LinkCam
0.001859378,0.027180878,D-LinkCam
0.0017198899,0.026325937,D-LinkCam
0.001778435,0.028480925,D-LinkCam
0.0013944342,0.026819903,D-LinkCam
0.0034949994,0.03687765,D-LinkCam
0.0068989415,0.049042452,D-LinkCam
0.0055408874,0.045989133,D-LinkCam
0.017454816,0.06770845,D-LinkCam
0.0034651083,0.030958755,D-LinkCam
0.0021827654,0.028678076,D-LinkCam
0.009952334,0.061251163,D-LinkCam
0.0040825154,0.03043516,D-LinkCam
0.0014153657,0.02713759,D-LinkCam
0.002295348,0.030262237,D-LinkCam
0.003102524,0.024657665,D-LinkCam
