mse,mae,Label
0.00783286,0.04940082,D-LinkSiren
0.046322353,0.14226936,D-LinkSiren
0.008432852,0.04959607,D-LinkSiren
0.0034173487,0.03955971,D-LinkSiren
0.0028470168,0.024610693,D-LinkSiren
0.0034015698,0.038604166,D-LinkSiren
0.0032831924,0.04283397,D-LinkSiren
0.008835504,0.057618406,D-LinkSiren
0.0014260176,0.027759895,D-LinkSiren
0.0044523836,0.036412366,D-LinkSiren
0.014780793,0.062834695,D-LinkSiren
0.0016804676,0.029470846,D-LinkSiren
0.0041269865,0.030428728,D-LinkSiren
0.0035435625,0.0330963,D-LinkSiren
0.0041367025,0.043999746,D-LinkSiren
0.003021358,0.03479398,D-LinkSiren
0.0028747648,0.026239902,D-LinkSiren
0.002716708,0.032696594,D-LinkSiren
0.010214157,0.049338154,D-LinkSiren
0.0044134455,0.041889563,D-LinkSiren
0.00086499576,0.021299876,D-LinkSiren
0.004768344,0.045854792,D-LinkSiren
0.0028136093,0.030295214,D-LinkSiren
0.16376023,0.1856523,D-LinkSiren
0.0023159364,0.025645018,D-LinkSiren
0.009474984,0.051284797,D-LinkSiren
0.01049971,0.057031468,D-LinkSiren
0.0024882087,0.034264132,D-LinkSiren
0.0038726185,0.04402728,D-LinkSiren
0.48406017,0.35337383,D-LinkSiren
0.0039088596,0.044817615,D-LinkSiren
0.002008918,0.02850974,D-LinkSiren
0.007638031,0.046240807,D-LinkSiren
0.018226838,0.088637926,D-LinkSiren
0.0027716784,0.02582598,D-LinkSiren
0.0051807514,0.0427288,D-LinkSiren
0.0015464613,0.02929362,D-LinkSiren
0.003610074,0.03249112,D-LinkSiren
0.0075114802,0.04328312,D-LinkSiren
0.0007892801,0.019515164,D-LinkSiren
0.045596033,0.09937477,D-LinkSiren
0.009560971,0.060032565,D-LinkSiren
0.0005982138,0.017828843,D-LinkSiren
0.0016982107,0.029245617,D-LinkSiren
0.008698695,0.03857941,D-LinkSiren
0.0019511268,0.028340023,D-LinkSiren
0.0054450333,0.042767435,D-LinkSiren
0.008139158,0.05592799,D-LinkSiren
0.044283424,0.1076594,D-LinkSiren
0.0016860183,0.02868827,D-LinkSiren
0.0042538005,0.03495589,D-LinkSiren
0.033759642,0.11878831,D-LinkSiren
0.0034446162,0.03090417,D-LinkSiren
0.003587284,0.030719085,D-LinkSiren
0.0019971794,0.023880366,D-LinkSiren
0.015303799,0.06866139,D-LinkSiren
0.0021399301,0.023995083,D-LinkSiren
0.003284854,0.042866614,D-LinkSiren
0.0071408898,0.0479472,D-LinkSiren
0.0020832485,0.024696864,D-LinkSiren
0.019602316,0.08187868,D-LinkSiren
0.003177471,0.032172035,D-LinkSiren
0.002895557,0.030245747,D-LinkSiren
0.006529537,0.03447045,D-LinkSiren
0.0154848285,0.06507816,D-LinkSiren
0.00529696,0.04478228,D-LinkSiren
0.0028323429,0.03133115,D-LinkSiren
0.0016631054,0.024940854,D-LinkSiren
0.00396232,0.02591827,D-LinkSiren
0.00755486,0.055100072,D-LinkSiren
0.0015586446,0.02607891,D-LinkSiren
0.0049154563,0.040019315,D-LinkSiren
0.0019584477,0.022770643,D-LinkSiren
0.002030818,0.02578735,D-LinkSiren
0.01092338,0.05934237,D-LinkSiren
0.004581019,0.036654092,D-LinkSiren
0.004180504,0.031015975,D-LinkSiren
0.010545283,0.057972625,D-LinkSiren
0.002728968,0.034768295,D-LinkSiren
0.0069502597,0.048950665,D-LinkSiren
0.0039116666,0.03790948,D-LinkSiren
0.0064540897,0.048541814,D-LinkSiren
0.0028020418,0.023569187,D-LinkSiren
0.0016685842,0.027829923,D-LinkSiren
0.008213514,0.057959855,D-LinkSiren
0.0026501436,0.03360457,D-LinkSiren
0.0039175465,0.037934337,D-LinkSiren
0.009464434,0.061328616,D-LinkSiren
0.00084912713,0.022573981,D-LinkSiren
0.0019859432,0.024468038,D-LinkSiren
0.001595316,0.02664172,D-LinkSiren
0.008489803,0.049093377,D-LinkSiren
0.0066678524,0.050229736,D-LinkSiren
0.015889501,0.08704058,D-LinkSiren
0.0058360347,0.036044672,D-LinkSiren
0.0032688484,0.035928316,D-LinkSiren
0.00158942,0.025729693,D-LinkSiren
0.0031322883,0.032226928,D-LinkSiren
0.0034260189,0.035399474,D-LinkSiren
0.0058203433,0.049803298,D-LinkSiren
0.004024148,0.035400555,D-LinkSiren
0.0034063107,0.040789027,D-LinkSiren
0.0035333247,0.039765496,D-LinkSiren
0.0055817226,0.039623406,D-LinkSiren
0.010661462,0.051327746,D-LinkSiren
0.020763163,0.098583475,D-LinkSiren
0.007410186,0.045481287,D-LinkSiren
0.005518388,0.047241546,D-LinkSiren
0.010751716,0.059105407,D-LinkSiren
0.0035246657,0.038315006,D-LinkSiren
0.0019105322,0.02367507,D-LinkSiren
0.00525656,0.035415508,D-LinkSiren
0.010561294,0.05899401,D-LinkSiren
0.008516548,0.06037414,D-LinkSiren
0.005636834,0.03731359,D-LinkSiren
0.0026478434,0.032857057,D-LinkSiren
0.013042425,0.07156748,D-LinkSiren
0.01050966,0.046402324,D-LinkSiren
0.0021675406,0.025703607,D-LinkSiren
0.011705598,0.05970649,D-LinkSiren
0.0044175764,0.03785323,D-LinkSiren
0.013063654,0.047570977,D-LinkSiren
0.0015722634,0.020202262,D-LinkSiren
0.0023206503,0.031929895,D-LinkSiren
0.0011943971,0.018275581,D-LinkSiren
0.0059132585,0.045423623,D-LinkSiren
0.0017207919,0.024005115,D-LinkSiren
0.0035998144,0.029506393,D-LinkSiren
0.0014174891,0.023482898,D-LinkSiren
0.006760625,0.04586185,D-LinkSiren
0.0070682233,0.047167934,D-LinkSiren
0.006171564,0.04196942,D-LinkSiren
0.00720035,0.048894856,D-LinkSiren
0.002006432,0.024301853,D-LinkSiren
0.005484346,0.038840935,D-LinkSiren
0.006229153,0.050427396,D-LinkSiren
0.02656486,0.09039278,D-LinkSiren
0.027042001,0.10509414,D-LinkSiren
0.0071035926,0.037192106,D-LinkSiren
0.0032499922,0.030518685,D-LinkSiren
0.0014209705,0.027254557,D-LinkSiren
0.0066202655,0.047081366,D-LinkSiren
0.006679467,0.046371426,D-LinkSiren
0.010490056,0.05334172,D-LinkSiren
0.009406902,0.056504466,D-LinkSiren
0.002254848,0.030631512,D-LinkSiren
0.0031346634,0.035483837,D-LinkSiren
0.004849259,0.036390353,D-LinkSiren
0.00423197,0.03531839,D-LinkSiren
0.007214076,0.045514505,D-LinkSiren
0.0032892488,0.029164003,D-LinkSiren
0.005002168,0.046411708,D-LinkSiren
0.004505922,0.032746688,D-LinkSiren
0.010413534,0.05671128,D-LinkSiren
0.0038876934,0.03661104,D-LinkSiren
0.0030407566,0.03532836,D-LinkSiren
0.001324808,0.024310062,D-LinkSiren
0.008498011,0.05484498,D-LinkSiren
0.035480566,0.10492599,D-LinkSiren
0.0010323216,0.021313973,D-LinkSiren
0.0042392565,0.03555093,D-LinkSiren
0.0055447626,0.038179066,D-LinkSiren
0.0215162,0.0822916,D-LinkSiren
0.20303363,0.22180048,D-LinkSiren
0.004252462,0.037669964,D-LinkSiren
0.013744661,0.06676459,D-LinkSiren
0.009244459,0.049273405,D-LinkSiren
0.0033941558,0.041010696,D-LinkSiren
0.0071034073,0.04589269,D-LinkSiren
0.001242942,0.019350119,D-LinkSiren
0.004109198,0.03754324,D-LinkSiren
0.004857823,0.05058474,D-LinkSiren
0.0031266047,0.02976233,D-LinkSiren
0.0060041775,0.038376056,D-LinkSiren
0.0057561146,0.047467027,D-LinkSiren
0.0030823268,0.03408826,D-LinkSiren
0.004378468,0.030632352,D-LinkSiren
0.004013106,0.030513825,D-LinkSiren
0.009592991,0.040256336,D-LinkSiren
0.0020155949,0.026547827,D-LinkSiren
0.004276029,0.041064337,D-LinkSiren
0.005415362,0.03220263,D-LinkSiren
0.0023656944,0.026415698,D-LinkSiren
0.006574444,0.04360334,D-LinkSiren
0.0062448424,0.044325802,D-LinkSiren
0.0053486484,0.040597208,D-LinkSiren
0.0022532807,0.030342435,D-LinkSiren
0.003623767,0.029510923,D-LinkSiren
0.0022747093,0.023035498,D-LinkSiren
0.021756211,0.07186109,D-LinkSiren
0.008117498,0.0469685,D-LinkSiren
0.0062676,0.045380864,D-LinkSiren
0.011720287,0.04939899,D-LinkSiren
0.00629873,0.034137663,D-LinkSiren
0.0037890286,0.03365138,D-LinkSiren
0.0031769692,0.030448096,D-LinkSiren
0.002510953,0.026536638,D-LinkSiren
0.0032338363,0.02923563,D-LinkSiren
0.005501461,0.03426014,D-LinkSiren
0.0045062834,0.049481302,D-LinkSiren
0.0028056805,0.025077391,D-LinkSiren
0.025376447,0.10243212,D-LinkSiren
0.0037865704,0.030935103,D-LinkSiren
0.010418727,0.05664493,D-LinkSiren
0.014890562,0.06289624,D-LinkSiren
0.0021991064,0.02878101,D-LinkSiren
0.0067560975,0.048568062,D-LinkSiren
0.0044689015,0.038467966,D-LinkSiren
0.004024485,0.042446967,D-LinkSiren
0.0021349248,0.025900947,D-LinkSiren
0.002559197,0.029250499,D-LinkSiren
0.0035642735,0.028558906,D-LinkSiren
0.002673576,0.025897214,D-LinkSiren
0.0039041794,0.039998062,D-LinkSiren
0.005667477,0.040193707,D-LinkSiren
0.0045354483,0.046380855,D-LinkSiren
0.008966135,0.060839374,D-LinkSiren
0.0030534551,0.033789918,D-LinkSiren
0.0058103483,0.0314432,D-LinkSiren
0.011891548,0.06860078,D-LinkSiren
0.0047847545,0.04051912,D-LinkSiren
0.00074592914,0.020736797,D-LinkSiren
0.003172449,0.0419449,D-LinkSiren
0.0044113924,0.038206868,D-LinkSiren
0.001402708,0.024304377,D-LinkSiren
0.0017210534,0.023995355,D-LinkSiren
0.00074592914,0.020736797,D-LinkSiren
0.0018014903,0.024898097,D-LinkSiren
0.0015352415,0.025400428,D-LinkSiren
0.007174452,0.040578365,D-LinkSiren
0.009020094,0.03431919,D-LinkSiren
0.0052531864,0.04719559,D-LinkSiren
0.026711456,0.080203645,D-LinkSiren
0.004165525,0.03669931,D-LinkSiren
0.0061404263,0.046117913,D-LinkSiren
0.007818449,0.068865545,D-LinkSiren
0.0033824295,0.02673539,D-LinkSiren
0.0060198205,0.04026815,D-LinkSiren
0.0030057505,0.035629667,D-LinkSiren
0.009290785,0.048269786,D-LinkSiren
0.008296933,0.05701597,D-LinkSiren
0.0051179514,0.027619895,D-LinkSiren
0.020747975,0.09007862,D-LinkSiren
0.006467816,0.046753276,D-LinkSiren
0.010623344,0.049243566,D-LinkSiren
0.005841881,0.049056087,D-LinkSiren
0.0029606011,0.028413197,D-LinkSiren
0.016130514,0.06383134,D-LinkSiren
0.014984926,0.06189441,D-LinkSiren
0.0048466045,0.040601138,D-LinkSiren
0.005934963,0.034469277,D-LinkSiren
0.0044291737,0.028493786,D-LinkSiren
0.0016141634,0.02664115,D-LinkSiren
0.0028286898,0.027698994,D-LinkSiren
0.0053312345,0.0522548,D-LinkSiren
0.016030835,0.072283365,D-LinkSiren
0.0051228744,0.034151647,D-LinkSiren
0.00337636,0.029493479,D-LinkSiren
0.0060643996,0.04176757,D-LinkSiren
0.0046600276,0.03559614,D-LinkSiren
0.030792182,0.082826026,D-LinkSiren
0.003442594,0.029379038,D-LinkSiren
0.0045998413,0.044299565,D-LinkSiren
0.0053681675,0.035166387,D-LinkSiren
0.0034998846,0.030421354,D-LinkSiren
0.011999009,0.059777588,D-LinkSiren
0.006112706,0.04161756,D-LinkSiren
0.004543064,0.034694355,D-LinkSiren
0.004934528,0.038538184,D-LinkSiren
0.004986488,0.03708371,D-LinkSiren
0.003142683,0.035752296,D-LinkSiren
0.010496014,0.06800253,D-LinkSiren
0.0037872242,0.02861965,D-LinkSiren
0.002362821,0.02767164,D-LinkSiren
0.011847913,0.0557807,D-LinkSiren
0.007024798,0.043601424,D-LinkSiren
0.019070515,0.09030059,D-LinkSiren
0.006106272,0.03366976,D-LinkSiren
0.0039432193,0.037955374,D-LinkSiren
0.008881203,0.05320558,D-LinkSiren
0.00384439,0.03370847,D-LinkSiren
0.0013973233,0.026878007,D-LinkSiren
0.003143733,0.031340614,D-LinkSiren
0.002479566,0.033054125,D-LinkSiren
0.0037541988,0.03185132,D-LinkSiren
0.012831443,0.061993573,D-LinkSiren
0.021859726,0.05049138,D-LinkSiren
0.008538721,0.051337767,D-LinkSiren
0.01035301,0.0648045,D-LinkSiren
0.0052266433,0.047662284,D-LinkSiren
0.0026837555,0.030084556,D-LinkSiren
0.00426693,0.034233764,D-LinkSiren
0.00235405,0.023260586,D-LinkSiren
0.0008070968,0.018532377,D-LinkSiren
0.018305913,0.08281873,D-LinkSiren
0.0021948933,0.028646655,D-LinkSiren
0.021463916,0.08017642,D-LinkSiren
0.011949775,0.06280247,D-LinkSiren
0.0031895777,0.035796158,D-LinkSiren
0.010468109,0.05701902,D-LinkSiren
0.0027649587,0.03265176,D-LinkSiren
0.005878144,0.036406722,D-LinkSiren
0.0036106813,0.038057722,D-LinkSiren
0.005380043,0.040787492,D-LinkSiren
0.0040157884,0.03662253,D-LinkSiren
0.0045323926,0.03592403,D-LinkSiren
0.0013698938,0.022996398,D-LinkSiren
0.008244795,0.04305343,D-LinkSiren
0.0014983717,0.026520003,D-LinkSiren
0.01652086,0.0675131,D-LinkSiren
0.011030374,0.056504395,D-LinkSiren
0.011239223,0.065743186,D-LinkSiren
0.001830463,0.028797014,D-LinkSiren
0.01734721,0.077559374,D-LinkSiren
0.0024176275,0.02527313,D-LinkSiren
0.004431426,0.03446098,D-LinkSiren
0.01049971,0.057031468,D-LinkSiren
0.0096951295,0.06038629,D-LinkSiren
0.0065828743,0.04997879,D-LinkSiren
0.0023694017,0.025863294,D-LinkSiren
0.008353631,0.047467824,D-LinkSiren
0.0008190398,0.021529935,D-LinkSiren
0.010379273,0.06680372,D-LinkSiren
0.0044460814,0.037402242,D-LinkSiren
0.0023657437,0.029355193,D-LinkSiren
0.0053093927,0.044380467,D-LinkSiren
0.11597071,0.18173057,D-LinkSiren
0.02053702,0.07711733,D-LinkSiren
0.0021440452,0.024338549,D-LinkSiren
0.0016787759,0.024511624,D-LinkSiren
0.02161983,0.10964379,D-LinkSiren
0.011541494,0.05244071,D-LinkSiren
0.002391711,0.024144407,D-LinkSiren
0.006341534,0.049066506,D-LinkSiren
0.0052684005,0.048440948,D-LinkSiren
0.0021788196,0.032475043,D-LinkSiren
0.061855778,0.16271769,D-LinkSiren
0.0031078437,0.039332986,D-LinkSiren
0.006324605,0.04163343,D-LinkSiren
0.011337002,0.056734856,D-LinkSiren
0.011581825,0.042383917,D-LinkSiren
0.009184525,0.04435725,D-LinkSiren
0.023306487,0.06563888,D-LinkSiren
0.017059347,0.06397147,D-LinkSiren
0.0023564643,0.026389353,D-LinkSiren
0.008461642,0.053317934,D-LinkSiren
0.004531961,0.034792118,D-LinkSiren
0.018251527,0.057931293,D-LinkSiren
0.0072296076,0.06018119,D-LinkSiren
0.0020058937,0.027528284,D-LinkSiren
0.02628591,0.09335523,D-LinkSiren
0.0048283683,0.042374305,D-LinkSiren
0.0033651062,0.035937976,D-LinkSiren
0.006599619,0.04353002,D-LinkSiren
0.0047882567,0.035369962,D-LinkSiren
0.005503772,0.04790799,D-LinkSiren
0.0049266946,0.034564942,D-LinkSiren
0.024357537,0.08559445,D-LinkSiren
0.008924005,0.057079703,D-LinkSiren
0.0033555222,0.030871887,D-LinkSiren
0.00534855,0.04537814,D-LinkSiren
0.004748472,0.03412042,D-LinkSiren
0.009076425,0.05552323,D-LinkSiren
0.018977312,0.08261604,D-LinkSiren
0.2056602,0.16829112,D-LinkSiren
0.017201355,0.076164566,D-LinkSiren
0.013110621,0.07362057,D-LinkSiren
0.00565583,0.042299762,D-LinkSiren
0.03319803,0.11884326,D-LinkSiren
0.0028785595,0.026362214,D-LinkSiren
0.012251832,0.058432225,D-LinkSiren
0.0071687247,0.04650985,D-LinkSiren
0.0029225738,0.030227127,D-LinkSiren
0.0029113218,0.03973888,D-LinkSiren
0.006357231,0.0417008,D-LinkSiren
0.013589261,0.05149648,D-LinkSiren
0.0022474693,0.026081447,D-LinkSiren
0.044599935,0.11843407,D-LinkSiren
0.005562239,0.03174207,D-LinkSiren
0.0029743323,0.033353306,D-LinkSiren
0.0077927145,0.051061805,D-LinkSiren
0.011714068,0.059546087,D-LinkSiren
0.0058982987,0.055337228,D-LinkSiren
0.005919289,0.04309285,D-LinkSiren
0.002263123,0.031214163,D-LinkSiren
0.00249128,0.034277607,D-LinkSiren
0.011263407,0.06874846,D-LinkSiren
0.0016304081,0.028696734,D-LinkSiren
0.00579529,0.051370397,D-LinkSiren
0.014675306,0.06973832,D-LinkSiren
0.09348496,0.18937735,D-LinkSiren
0.0030984203,0.029149838,D-LinkSiren
0.0069285077,0.04624633,D-LinkSiren
0.0045286007,0.044055708,D-LinkSiren
0.003013559,0.038524125,D-LinkSiren
0.0054802606,0.041369494,D-LinkSiren
0.009620181,0.05240611,D-LinkSiren
0.005636834,0.03731359,D-LinkSiren
0.0020598827,0.027221704,D-LinkSiren
0.0024313778,0.029838583,D-LinkSiren
0.023568828,0.07715131,D-LinkSiren
0.000857412,0.022149457,D-LinkSiren
0.0044984827,0.027698316,D-LinkSiren
0.0035552783,0.039231334,D-LinkSiren
0.0007276102,0.019961637,D-LinkSiren
0.014690602,0.083841436,D-LinkSiren
0.005119632,0.042660207,D-LinkSiren
0.003328771,0.03396576,D-LinkSiren
0.0051929425,0.038381644,D-LinkSiren
0.041999288,0.12530465,D-LinkSiren
0.0020234066,0.025558587,D-LinkSiren
0.0051983427,0.03787747,D-LinkSiren
0.005260345,0.033091307,D-LinkSiren
0.0011248129,0.024256159,D-LinkSiren
0.001268701,0.024728693,D-LinkSiren
0.0028786915,0.031730942,D-LinkSiren
0.004613196,0.04122679,D-LinkSiren
0.03085279,0.10206699,D-LinkSiren
0.0045148646,0.034802683,D-LinkSiren
0.014457272,0.06414526,D-LinkSiren
0.0051453696,0.03910133,D-LinkSiren
0.002149718,0.024902698,D-LinkSiren
0.0046328423,0.034146633,D-LinkSiren
0.017998153,0.07286971,D-LinkSiren
0.004099889,0.037289564,D-LinkSiren
0.024165856,0.07532575,D-LinkSiren
0.0047397595,0.033394832,D-LinkSiren
0.0010891196,0.020372272,D-LinkSiren
0.007397602,0.0563152,D-LinkSiren
0.004234639,0.034282926,D-LinkSiren
0.0032831924,0.04283397,D-LinkSiren
0.020988204,0.0675237,D-LinkSiren
0.0029855585,0.03257893,D-LinkSiren
0.0057938877,0.040300637,D-LinkSiren
0.0051777083,0.045058277,D-LinkSiren
0.0017033162,0.026632339,D-LinkSiren
0.007476333,0.044699866,D-LinkSiren
0.008005446,0.052999552,D-LinkSiren
0.12731758,0.18308127,D-LinkSiren
0.014850191,0.07412383,D-LinkSiren
0.003133285,0.03722933,D-LinkSiren
0.007729269,0.050551835,D-LinkSiren
0.003922534,0.030326622,D-LinkSiren
0.0042487197,0.04141833,D-LinkSiren
0.010860731,0.055001933,D-LinkSiren
0.0012384023,0.024901733,D-LinkSiren
0.009967302,0.04863519,D-LinkSiren
0.012027332,0.0603786,D-LinkSiren
0.0039108517,0.03597645,D-LinkSiren
0.0065149954,0.042207137,D-LinkSiren
0.0046701618,0.033173136,D-LinkSiren
0.005883067,0.04460102,D-LinkSiren
0.028017554,0.11878526,D-LinkSiren
0.0069647026,0.048961107,D-LinkSiren
0.0017811992,0.025009269,D-LinkSiren
0.0012715944,0.02121948,D-LinkSiren
0.043532435,0.114199325,D-LinkSiren
0.00429397,0.037967417,D-LinkSiren
0.0014777709,0.028767845,D-LinkSiren
0.0029038137,0.03344853,D-LinkSiren
0.004354928,0.040319294,D-LinkSiren
0.005656818,0.042004272,D-LinkSiren
0.0014363987,0.028022066,D-LinkSiren
0.0016657793,0.022014437,D-LinkSiren
0.069445595,0.16984813,D-LinkSiren
0.00064806367,0.017980143,D-LinkSiren
0.011532065,0.051495682,D-LinkSiren
0.005458177,0.04618652,D-LinkSiren
0.0070995055,0.04720508,D-LinkSiren
0.0013280043,0.02591564,D-LinkSiren
0.013958526,0.072238445,D-LinkSiren
0.0029698608,0.03182537,D-LinkSiren
0.006665984,0.053981688,D-LinkSiren
0.022424635,0.04949475,D-LinkSiren
0.016060624,0.06599318,D-LinkSiren
0.0020113578,0.024067635,D-LinkSiren
0.0013723212,0.024691192,D-LinkSiren
0.017020913,0.08536207,D-LinkSiren
0.0008843061,0.021861162,D-LinkSiren
0.0077654864,0.047245707,D-LinkSiren
0.0038775844,0.029352512,D-LinkSiren
0.005032593,0.037222553,D-LinkSiren
0.0034213667,0.039736,D-LinkSiren
0.016569572,0.07188425,D-LinkSiren
0.0019538805,0.02970908,D-LinkSiren
0.006990984,0.047724288,D-LinkSiren
0.016138338,0.06880061,D-LinkSiren
0.024258707,0.098278835,D-LinkSiren
0.0077432366,0.055008464,D-LinkSiren
0.0060792426,0.035139274,D-LinkSiren
0.0064062537,0.048984915,D-LinkSiren
0.0023030075,0.027674992,D-LinkSiren
0.008033126,0.043597437,D-LinkSiren
0.0021492192,0.031679604,D-LinkSiren
0.0039191307,0.039175168,D-LinkSiren
0.012104283,0.060693204,D-LinkSiren
0.0038167876,0.033678386,D-LinkSiren
0.0033803806,0.035431482,D-LinkSiren
0.00074592914,0.020736797,D-LinkSiren
0.0112691,0.05379126,D-LinkSiren
0.002653256,0.02880737,D-LinkSiren
0.0062735807,0.032874543,D-LinkSiren
0.0024579999,0.03205758,D-LinkSiren
0.046266664,0.1329989,D-LinkSiren
0.0017285277,0.026677325,D-LinkSiren
0.0048951586,0.04839431,D-LinkSiren
0.055548422,0.1142318,D-LinkSiren
0.0059583937,0.045218624,D-LinkSiren
0.0062591834,0.04992786,D-LinkSiren
0.031176092,0.08485469,D-LinkSiren
0.0065043136,0.042365313,D-LinkSiren
0.004097917,0.040409014,D-LinkSiren
0.0037465175,0.036776356,D-LinkSiren
0.006265113,0.035338078,D-LinkSiren
0.0053852373,0.03133851,D-LinkSiren
0.004979659,0.035967693,D-LinkSiren
0.0044876486,0.034919035,D-LinkSiren
0.006895759,0.05675815,D-LinkSiren
0.0018046574,0.02818564,D-LinkSiren
0.011006255,0.05021948,D-LinkSiren
0.0018040099,0.025053073,D-LinkSiren
0.18762319,0.19671838,D-LinkSiren
0.0016075616,0.022685347,D-LinkSiren
0.005151902,0.039167758,D-LinkSiren
0.005163763,0.051874522,D-LinkSiren
0.003987567,0.040700633,D-LinkSiren
0.0015564372,0.023780506,D-LinkSiren
0.013645762,0.067528896,D-LinkSiren
0.02145602,0.088592984,D-LinkSiren
0.009945268,0.068572134,D-LinkSiren
0.0075423317,0.05942292,D-LinkSiren
0.0044604233,0.039905515,D-LinkSiren
0.002509134,0.023863997,D-LinkSiren
0.0071917227,0.053080525,D-LinkSiren
0.016296534,0.06988033,D-LinkSiren
0.005105336,0.04214792,D-LinkSiren
0.008505381,0.05745108,D-LinkSiren
0.005738065,0.040915865,D-LinkSiren
0.0017529476,0.025395127,D-LinkSiren
0.019147182,0.067373164,D-LinkSiren
0.0069007482,0.0540083,D-LinkSiren
0.010994694,0.06631259,D-LinkSiren
0.0065023666,0.030013122,D-LinkSiren
0.0052706893,0.044468347,D-LinkSiren
0.0023282142,0.030029172,D-LinkSiren
0.022150798,0.0851447,D-LinkSiren
0.09260224,0.1967418,D-LinkSiren
0.0016763345,0.023809852,D-LinkSiren
0.004911224,0.04636546,D-LinkSiren
0.0019865318,0.023767518,D-LinkSiren
0.0060381847,0.04883576,D-LinkSiren
0.010514773,0.056818146,D-LinkSiren
0.017698975,0.071274705,D-LinkSiren
0.010754673,0.055027954,D-LinkSiren
0.0120817525,0.06531536,D-LinkSiren
0.00298427,0.034046914,D-LinkSiren
0.029718336,0.09187841,D-LinkSiren
0.0570021,0.14712076,D-LinkSiren
0.015572983,0.063254915,D-LinkSiren
0.0041249665,0.027379595,D-LinkSiren
0.0063456846,0.04732474,D-LinkSiren
0.00074592914,0.020736797,D-LinkSiren
0.3330639,0.25422394,D-LinkSiren
0.0055188052,0.04915129,D-LinkSiren
0.004757318,0.034686353,D-LinkSiren
0.004036353,0.034354903,D-LinkSiren
0.00088318024,0.021007884,D-LinkSiren
0.00074592914,0.020736797,D-LinkSiren
0.022125429,0.077606365,D-LinkSiren
0.003481721,0.033925697,D-LinkSiren
0.0015997529,0.023516841,D-LinkSiren
0.0043543023,0.040562768,D-LinkSiren
0.0016304483,0.02441785,D-LinkSiren
0.0031702842,0.03856819,D-LinkSiren
0.004674294,0.032688152,D-LinkSiren
0.003624665,0.03237706,D-LinkSiren
0.0051291194,0.041769817,D-LinkSiren
0.0069635604,0.038790505,D-LinkSiren
0.0046427115,0.04528301,D-LinkSiren
0.00306842,0.032840714,D-LinkSiren
0.011675554,0.06318064,D-LinkSiren
0.0022588726,0.031703662,D-LinkSiren
0.0022152297,0.02850914,D-LinkSiren
0.0014696505,0.027811514,D-LinkSiren
0.00088507956,0.022547496,D-LinkSiren
0.004531229,0.032532927,D-LinkSiren
0.008848197,0.059589062,D-LinkSiren
0.025993565,0.065612584,D-LinkSiren
0.008118087,0.045704357,D-LinkSiren
0.0031359931,0.028980989,D-LinkSiren
0.0061084568,0.048262045,D-LinkSiren
0.0017952637,0.022764234,D-LinkSiren
0.0034664471,0.036274668,D-LinkSiren
0.007410186,0.045481287,D-LinkSiren
0.0056435843,0.047124427,D-LinkSiren
0.0035477546,0.029069647,D-LinkSiren
0.0064752437,0.04472169,D-LinkSiren
0.00072280806,0.019571854,D-LinkSiren
0.0028860588,0.029093519,D-LinkSiren
0.0054556746,0.04666425,D-LinkSiren
0.0009565849,0.022501288,D-LinkSiren
0.0025140003,0.027232597,D-LinkSiren
0.0062918323,0.035416923,D-LinkSiren
0.0033663027,0.03814965,D-LinkSiren
0.0016746442,0.027866334,D-LinkSiren
0.0021561282,0.029356036,D-LinkSiren
0.0084172115,0.037148084,D-LinkSiren
0.0026505936,0.037228435,D-LinkSiren
0.0035728689,0.035969924,D-LinkSiren
0.0041034822,0.035628397,D-LinkSiren
0.0015484159,0.027671749,D-LinkSiren
0.0015530067,0.022065502,D-LinkSiren
0.0033173438,0.035460975,D-LinkSiren
0.021601802,0.043760415,D-LinkSiren
0.08610579,0.16029269,D-LinkSiren
0.016347593,0.07651283,D-LinkSiren
0.0026868985,0.030633561,D-LinkSiren
0.004272141,0.03259159,D-LinkSiren
0.0067574205,0.03975958,D-LinkSiren
0.001643765,0.028279297,D-LinkSiren
0.0054358537,0.049106054,D-LinkSiren
0.0018822708,0.027530253,D-LinkSiren
0.0027811422,0.02631497,D-LinkSiren
0.026992489,0.093256734,D-LinkSiren
0.006968848,0.053027302,D-LinkSiren
0.0016743134,0.027763227,D-LinkSiren
0.0069536353,0.053350996,D-LinkSiren
0.026880581,0.07460251,D-LinkSiren
0.0015879972,0.027144272,D-LinkSiren
0.0019259083,0.025460256,D-LinkSiren
0.0029229643,0.033290334,D-LinkSiren
0.018097367,0.0536753,D-LinkSiren
0.009062629,0.045019034,D-LinkSiren
0.0040157884,0.03662253,D-LinkSiren
0.022283098,0.0907717,D-LinkSiren
0.021114385,0.08046307,D-LinkSiren
0.0015269261,0.028155724,D-LinkSiren
0.0035325198,0.028049046,D-LinkSiren
0.012680321,0.06900117,D-LinkSiren
0.005043334,0.04960005,D-LinkSiren
0.0021865193,0.03279968,D-LinkSiren
0.0030453887,0.03350623,D-LinkSiren
0.0018665906,0.02468549,D-LinkSiren
0.0036605299,0.03761173,D-LinkSiren
0.0032035501,0.031330936,D-LinkSiren
0.003821117,0.03586252,D-LinkSiren
0.023863198,0.049416546,D-LinkSiren
0.0026174095,0.031584486,D-LinkSiren
0.0024552876,0.024983475,D-LinkSiren
0.013721337,0.06722086,D-LinkSiren
